gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
GRB7	Basal cell_CA	0	2.15668380401919	0	0.36	0.015
HSBP1L1	Basal cell_CA	0	2.15638619493376	0	0.515	0.066
PLPBP	Basal cell_CA	0	2.15461853087073	0	0.312	0.029
FSCN1	Basal cell_CA	0	2.15150751255959	0	0.419	0.04
MARCKS	Basal cell_CA	0	2.15042376018542	0	0.645	0.08
PKP3	Basal cell_CA	0	2.14761866924585	0	0.283	0.017
SNRNP25	Basal cell_CA	0	2.14723092333209	0	0.565	0.087
TRIT1	Basal cell_CA	0	2.14474919063702	0	0.303	0.024
AUTS2	Basal cell_CA	0	2.13898428865985	0	0.488	0.049
USP13	Basal cell_CA	0	2.13641268530966	0	0.264	0.019
SPINT1	Basal cell_CA	0	2.13437567519739	0	0.54	0.049
SAC3D1	Basal cell_CA	0	2.13258338375637	0	0.378	0.04
CNOT9	Basal cell_CA	0	2.12042459256369	0	0.331	0.029
EEF1E1	Basal cell_CA	0	2.12004467757562	0	0.561	0.077
PCOLCE2	Basal cell_CA	0	2.11680882799464	0	0.286	0.017
GSTA4	Basal cell_CA	0	2.10499536728493	0	0.273	0.015
RUVBL1	Basal cell_CA	0	2.10427138566222	0	0.574	0.087
TMEM51	Basal cell_CA	0	2.09753349836097	0	0.338	0.032
BOD1	Basal cell_CA	0	2.0944835133053	0	0.5	0.063
SLPI	Basal cell_CA	0	2.09394241857365	0	0.654	0.092
NEDD4L	Basal cell_CA	0	2.09219259800988	0	0.353	0.028
TRIM24	Basal cell_CA	0	2.08947657630761	0	0.433	0.044
MANBAL	Basal cell_CA	0	2.08698817089996	0	0.434	0.044
PTS	Basal cell_CA	0	2.08687460146059	0	0.595	0.088
CCL28	Basal cell_CA	0	2.08328036996899	0	0.398	0.029
MAD2L1	Basal cell_CA	0	2.08267224704706	0	0.353	0.061
SIAH1	Basal cell_CA	0	2.08038303743141	0	0.439	0.046
EFNA1	Basal cell_CA	0	2.07685772678135	0	0.422	0.027
IFT122	Basal cell_CA	0	2.07632515797448	0	0.279	0.021
WDR12	Basal cell_CA	0	2.07528715230534	0	0.417	0.042
ST3GAL4	Basal cell_CA	0	2.07307657689747	0	0.338	0.03
STARD10	Basal cell_CA	0	2.07303354149255	0	0.37	0.046
MCRIP1	Basal cell_CA	0	2.07187352232453	0	0.509	0.062
ZNF680	Basal cell_CA	0	2.07046555268923	0	0.393	0.034
TMEM125	Basal cell_CA	0	2.06806338852511	0	0.287	0.015
LINC01006	Basal cell_CA	0	2.06462830472338	0	0.289	0.02
CTNNBIP1	Basal cell_CA	0	2.06420509188745	0	0.542	0.076
ZNF254	Basal cell_CA	0	2.06329653029823	0	0.37	0.033
EID2	Basal cell_CA	0	2.06103106427674	0	0.294	0.028
STK39	Basal cell_CA	0	2.06096020199568	0	0.451	0.052
ZNF576	Basal cell_CA	0	2.05945217150605	0	0.324	0.032
GKAP1	Basal cell_CA	0	2.05738952093429	0	0.301	0.023
DPH2	Basal cell_CA	0	2.05634994609425	0	0.37	0.036
EMP2	Basal cell_CA	0	2.05610623377882	0	0.509	0.034
LAD1	Basal cell_CA	0	2.05478116877964	0	0.332	0.02
ST20	Basal cell_CA	0	2.05017911829563	0	0.289	0.025
PLOD2	Basal cell_CA	0	2.04301013920411	0	0.251	0.015
FBXO45	Basal cell_CA	0	2.03837492051097	0	0.331	0.03
GGH	Basal cell_CA	0	2.03254927472414	0	0.276	0.034
PCSK1N	Basal cell_CA	0	2.03153032259981	0	0.308	0.024
MTX2	Basal cell_CA	0	2.02500662410864	0	0.607	0.094
TMEM97	Basal cell_CA	0	2.0239354002368	0	0.315	0.026
CERS6	Basal cell_CA	0	2.02165451851554	0	0.424	0.051
SDHAF1	Basal cell_CA	0	2.01622979474175	0	0.512	0.074
NET1	Basal cell_CA	0	2.01369801900585	0	0.51	0.052
MRPL15	Basal cell_CA	0	2.00958904975344	0	0.564	0.088
RPAP3	Basal cell_CA	0	2.00881764970919	0	0.531	0.075
TENT5A	Basal cell_CA	0	2.0033712767638	0	0.296	0.025
SLC27A5	Basal cell_CA	0	2.00083848376715	0	0.345	0.035
LYPD3	Basal cell_CA	0	1.99786724323438	0	0.257	0.026
SDHAF3	Basal cell_CA	0	1.99538743974756	0	0.565	0.082
RAB13	Basal cell_CA	0	1.9950776568158	0	0.634	0.075
ALKBH2	Basal cell_CA	0	1.99179424917179	0	0.36	0.035
MINCR	Basal cell_CA	0	1.98671888581505	0	0.317	0.03
LTBR	Basal cell_CA	0	1.9819864831871	0	0.413	0.048
NETO2	Basal cell_CA	0	1.98133773041119	0	0.323	0.031
GALE	Basal cell_CA	0	1.97889662314239	0	0.396	0.045
MAST2	Basal cell_CA	0	1.97768424347833	0	0.283	0.024
RNF212	Basal cell_CA	0	1.97734407577871	0	0.256	0.011
GPSM2	Basal cell_CA	0	1.9754300222848	0	0.267	0.024
AAMDC	Basal cell_CA	0	1.97466742874654	0	0.454	0.057
CTTNBP2NL	Basal cell_CA	0	1.96905036543696	0	0.366	0.034
LIG1	Basal cell_CA	0	1.96838299006889	0	0.421	0.063
CCDC112	Basal cell_CA	0	1.96558815146717	0	0.321	0.031
MYL6B	Basal cell_CA	0	1.96284532747519	0	0.593	0.096
ISOC2	Basal cell_CA	0	1.96226755513328	0	0.562	0.097
OTUD3	Basal cell_CA	0	1.96101099518199	0	0.324	0.025
EXOSC4	Basal cell_CA	0	1.95887040277122	0	0.497	0.066
CCDC58	Basal cell_CA	0	1.95693375214614	0	0.411	0.043
WDR34	Basal cell_CA	0	1.95629356153458	0	0.425	0.043
TUT4	Basal cell_CA	0	1.9544289669531	0	0.514	0.061
MRGBP	Basal cell_CA	0	1.95295642743798	0	0.362	0.043
ARL3	Basal cell_CA	0	1.95171938172061	0	0.59	0.096
YRDC	Basal cell_CA	0	1.94972388189177	0	0.444	0.057
MCM7	Basal cell_CA	0	1.94052712645817	0	0.562	0.084
NTHL1	Basal cell_CA	0	1.93790285304056	0	0.427	0.047
CALD1	Basal cell_CA	0	1.9322272241573	0	0.256	0.012
CTPS1	Basal cell_CA	0	1.92652821515886	0	0.443	0.05
SCRN1	Basal cell_CA	0	1.92423425846876	0	0.278	0.019
REPIN1	Basal cell_CA	0	1.9188195684943	0	0.444	0.061
BPHL	Basal cell_CA	0	1.91080223225009	0	0.304	0.028
HAUS5	Basal cell_CA	0	1.90794602125716	0	0.333	0.033
CBY1	Basal cell_CA	0	1.90709287215185	0	0.301	0.028
COP1	Basal cell_CA	0	1.90608785896725	0	0.256	0.024
MTAP	Basal cell_CA	0	1.90134689082209	0	0.427	0.049
TIMM8A	Basal cell_CA	0	1.90124246481081	0	0.33	0.034
EFNA4	Basal cell_CA	0	1.89765117462574	0	0.314	0.028
ZNF439	Basal cell_CA	0	1.88838740157673	0	0.27	0.019
KCMF1	Basal cell_CA	0	1.88785354534675	0	0.549	0.091
ARL2	Basal cell_CA	0	1.88781719857725	0	0.583	0.098
RETREG2	Basal cell_CA	0	1.88756822305594	0	0.278	0.029
ABHD11	Basal cell_CA	0	1.88606192272849	0	0.439	0.045
SWI5	Basal cell_CA	0	1.8831565745586	0	0.512	0.07
SWAP70	Basal cell_CA	0	1.88144637917243	0	0.477	0.065
DBN1	Basal cell_CA	0	1.87998219402152	0	0.337	0.029
SHMT1	Basal cell_CA	0	1.87384001317556	0	0.359	0.042
APOPT1	Basal cell_CA	0	1.87097642477189	0	0.553	0.087
MMAB	Basal cell_CA	0	1.8683835220454	0	0.387	0.045
NDUFAF6	Basal cell_CA	0	1.86824782705589	0	0.462	0.057
AP4M1	Basal cell_CA	0	1.86797662866315	0	0.328	0.032
B4GALT5	Basal cell_CA	0	1.86585740370349	0	0.447	0.058
PSAT1	Basal cell_CA	0	1.86009407803992	0	0.257	0.029
CHAF1A	Basal cell_CA	0	1.8598787714277	0	0.286	0.029
UQCC3	Basal cell_CA	0	1.85477063567091	0	0.57	0.093
MYO6	Basal cell_CA	0	1.85453362458749	0	0.458	0.045
MYO1B	Basal cell_CA	0	1.85232793949836	0	0.414	0.028
POP7	Basal cell_CA	0	1.85146867587996	0	0.553	0.091
USE1	Basal cell_CA	0	1.84967057585183	0	0.543	0.095
FAM117B	Basal cell_CA	0	1.84838930975322	0	0.276	0.024
APOO	Basal cell_CA	0	1.84786228726302	0	0.39	0.047
PAK1IP1	Basal cell_CA	0	1.84705639277092	0	0.445	0.059
RPL39L	Basal cell_CA	0	1.84705454780593	0	0.444	0.064
VEGFA	Basal cell_CA	0	1.8421908256101	0	0.454	0.056
ZMYM4	Basal cell_CA	0	1.84131937626662	0	0.459	0.059
SAV1	Basal cell_CA	0	1.8356221887953	0	0.367	0.042
CLIC4	Basal cell_CA	0	1.83186077731095	0	0.384	0.048
PIK3R3	Basal cell_CA	0	1.82741180389952	0	0.341	0.033
VEGFB	Basal cell_CA	0	1.82694884552672	0	0.541	0.084
PHC2	Basal cell_CA	0	1.82688769031499	0	0.496	0.071
IFT43	Basal cell_CA	0	1.82181288003753	0	0.465	0.061
PER3	Basal cell_CA	0	1.82151231790874	0	0.266	0.023
PGM3	Basal cell_CA	0	1.81800207344347	0	0.387	0.045
ARHGEF5	Basal cell_CA	0	1.81080656040931	0	0.263	0.018
WDHD1	Basal cell_CA	0	1.80798597339705	0	0.264	0.023
BTBD6	Basal cell_CA	0	1.79270790385302	0	0.359	0.045
ZNF260	Basal cell_CA	0	1.78580928589329	0	0.326	0.03
RRP36	Basal cell_CA	0	1.78350762539808	0	0.465	0.07
AFMID	Basal cell_CA	0	1.78332157053833	0	0.272	0.029
DAPK1	Basal cell_CA	0	1.78295149883955	0	0.389	0.043
MCCC1	Basal cell_CA	0	1.78232955575947	0	0.401	0.048
SRRD	Basal cell_CA	0	1.77973874249864	0	0.302	0.034
MTHFD1L	Basal cell_CA	0	1.77719834822394	0	0.295	0.041
WWTR1	Basal cell_CA	0	1.77615120853388	0	0.305	0.028
ZNF528	Basal cell_CA	0	1.77416519507107	0	0.286	0.025
DERA	Basal cell_CA	0	1.77294566896368	0	0.511	0.079
YIPF2	Basal cell_CA	0	1.77274297088958	0	0.522	0.085
CHCHD6	Basal cell_CA	0	1.76948063212749	0	0.36	0.039
GNPNAT1	Basal cell_CA	0	1.76796226942273	0	0.321	0.036
TSGA10	Basal cell_CA	0	1.76514876378458	0	0.263	0.022
CMAS	Basal cell_CA	0	1.76117424287793	0	0.524	0.092
BCS1L	Basal cell_CA	0	1.76074692331608	0	0.325	0.034
FRAT2	Basal cell_CA	0	1.75305468500035	0	0.33	0.04
NLE1	Basal cell_CA	0	1.75012195892043	0	0.287	0.029
TRIP6	Basal cell_CA	0	1.74873815659127	0	0.313	0.047
TMEM251	Basal cell_CA	0	1.74546322435918	0	0.416	0.057
PEG10	Basal cell_CA	0	1.74345063325795	0	0.315	0.017
MARF1	Basal cell_CA	0	1.74323119825855	0	0.263	0.025
ARHGAP12	Basal cell_CA	0	1.74297413061192	0	0.437	0.054
ZFYVE21	Basal cell_CA	0	1.7423999636009	0	0.425	0.059
MGAT4B	Basal cell_CA	0	1.73811866957152	0	0.399	0.055
FKBP14	Basal cell_CA	0	1.73803055115761	0	0.278	0.025
CMSS1	Basal cell_CA	0	1.73694534666701	0	0.506	0.075
DAAM1	Basal cell_CA	0	1.73615803923112	0	0.463	0.066
SASS6	Basal cell_CA	0	1.7338569667125	0	0.304	0.032
PDRG1	Basal cell_CA	0	1.72932606582496	0	0.48	0.068
TMEM53	Basal cell_CA	0	1.72931144499939	0	0.252	0.03
NTPCR	Basal cell_CA	0	1.72902039672606	0	0.489	0.079
DSN1	Basal cell_CA	0	1.72682101357195	0	0.318	0.035
MVB12A	Basal cell_CA	0	1.72593447162258	0	0.535	0.091
CTBP2	Basal cell_CA	0	1.72592972579702	0	0.329	0.035
WASL	Basal cell_CA	0	1.72564434327932	0	0.488	0.059
DIAPH2	Basal cell_CA	0	1.72552461347472	0	0.441	0.067
MTA3	Basal cell_CA	0	1.72321073856487	0	0.366	0.042
MTHFD2L	Basal cell_CA	0	1.7207122199112	0	0.36	0.041
ZNF273	Basal cell_CA	0	1.71967581153253	0	0.269	0.027
COPS7A	Basal cell_CA	0	1.71898317207588	0	0.435	0.086
TNFRSF21	Basal cell_CA	0	1.7176922052796	0	0.338	0.031
SAMD1	Basal cell_CA	0	1.71687795735494	0	0.364	0.046
RAB3IP	Basal cell_CA	0	1.71611708648694	0	0.375	0.058
KNOP1	Basal cell_CA	0	1.71417309077267	0	0.385	0.051
QSER1	Basal cell_CA	0	1.7134224733392	0	0.339	0.036
MINDY2	Basal cell_CA	0	1.7111546752392	0	0.293	0.029
FAIM	Basal cell_CA	0	1.71015069094193	0	0.295	0.034
RMI1	Basal cell_CA	0	1.70910161561749	0	0.256	0.023
WASHC1	Basal cell_CA	0	1.70688745905078	0	0.311	0.034
FAM221A	Basal cell_CA	0	1.70587172973048	0	0.334	0.031
CCNQ	Basal cell_CA	0	1.70302734347258	0	0.264	0.031
FAM20B	Basal cell_CA	0	1.70211474591963	0	0.285	0.028
CHML	Basal cell_CA	0	1.70036558291006	0	0.295	0.031
ACBD3	Basal cell_CA	0	1.7001837672338	0	0.536	0.094
EBLN3P	Basal cell_CA	0	1.69883379207839	0	0.369	0.04
MTREX	Basal cell_CA	0	1.69607428344155	0	0.274	0.028
CTNND1	Basal cell_CA	0	1.69528088187682	0	0.439	0.047
BAIAP2L1	Basal cell_CA	0	1.68638870361053	0	0.292	0.02
C12orf73	Basal cell_CA	0	1.68383258722464	0	0.317	0.035
SPECC1	Basal cell_CA	0	1.68254586691912	0	0.281	0.03
ZNF33B	Basal cell_CA	0	1.68145356739094	0	0.409	0.047
SELENOT	Basal cell_CA	0	1.68053180142496	0	0.562	0.095
TMED1	Basal cell_CA	0	1.67514500072933	0	0.438	0.067
RBM47	Basal cell_CA	0	1.67198422056559	0	0.445	0.057
CEP57L1	Basal cell_CA	0	1.67015816724138	0	0.27	0.031
RAB27B	Basal cell_CA	0	1.6661897092742	0	0.311	0.025
C2orf76	Basal cell_CA	0	1.66236375853729	0	0.339	0.039
CDC42BPB	Basal cell_CA	0	1.66099867445739	0	0.283	0.029
GIPC1	Basal cell_CA	0	1.66044102601779	0	0.477	0.077
LINC01003	Basal cell_CA	0	1.66037333960108	0	0.293	0.032
SGK3	Basal cell_CA	0	1.65767137031527	0	0.358	0.053
WASHC3	Basal cell_CA	0	1.65644260281817	0	0.417	0.06
UBAC1	Basal cell_CA	0	1.65470889096529	0	0.422	0.066
ARHGEF19	Basal cell_CA	0	1.65395185316184	0	0.265	0.025
PKIG	Basal cell_CA	0	1.65327258740174	0	0.295	0.027
CDK5R1	Basal cell_CA	0	1.64704320573167	0	0.26	0.024
IMMP1L	Basal cell_CA	0	1.64594884911869	0	0.441	0.067
MYO1D	Basal cell_CA	0	1.63831186901396	0	0.286	0.028
PRH1	Basal cell_CA	0	1.63595753960881	0	0.272	0.025
TEX30	Basal cell_CA	0	1.63512639433319	0	0.364	0.052
B3GNT5	Basal cell_CA	0	1.63254182200101	0	0.451	0.051
NFKBIA	Basal cell_CA	0	1.63135212994957	0	0.425	0.056
EIF4G3	Basal cell_CA	0	1.62425536306902	0	0.522	0.096
IFT52	Basal cell_CA	0	1.62312428309507	0	0.435	0.062
TSR3	Basal cell_CA	0	1.62050194368052	0	0.498	0.092
NT5C3B	Basal cell_CA	0	1.61813522760734	0	0.485	0.064
SCOC	Basal cell_CA	0	1.61619542130303	0	0.517	0.097
SPATC1L	Basal cell_CA	0	1.61110720811769	0	0.28	0.034
PSMG3	Basal cell_CA	0	1.60904041985739	0	0.524	0.092
CARM1	Basal cell_CA	0	1.60878442050071	0	0.281	0.036
INSR	Basal cell_CA	0	1.60874146892864	0	0.261	0.023
C6orf203	Basal cell_CA	0	1.60531567806754	0	0.351	0.041
CCSAP	Basal cell_CA	0	1.60333469931984	0	0.257	0.027
SMIM27	Basal cell_CA	0	1.60312387579844	0	0.257	0.029
BABAM2	Basal cell_CA	0	1.60080035825998	0	0.264	0.032
ZNF787	Basal cell_CA	0	1.59988301185809	0	0.254	0.034
PRKAG2-AS1	Basal cell_CA	0	1.59524627523284	0	0.269	0.034
CETN2	Basal cell_CA	0	1.59411416748819	0	0.406	0.055
DMAP1	Basal cell_CA	0	1.5909675887958	0	0.52	0.092
HMOX1	Basal cell_CA	0	1.59043371973882	0	0.292	0.042
SOS1	Basal cell_CA	0	1.58965871408808	0	0.444	0.072
SKP2	Basal cell_CA	0	1.58497912438556	0	0.337	0.037
MRPS18A	Basal cell_CA	0	1.58368144033897	0	0.493	0.084
CASZ1	Basal cell_CA	0	1.58302577299798	0	0.277	0.026
SLC39A4	Basal cell_CA	0	1.57962991492225	0	0.447	0.064
MTUS1	Basal cell_CA	0	1.57885502929123	0	0.307	0.027
GK5	Basal cell_CA	0	1.57669350391391	0	0.35	0.039
UBFD1	Basal cell_CA	0	1.57589544884338	0	0.294	0.036
MAGOHB	Basal cell_CA	0	1.57225845334178	0	0.47	0.079
PPAT	Basal cell_CA	0	1.57199357310733	0	0.311	0.034
DNAL4	Basal cell_CA	0	1.57074818905781	0	0.28	0.035
TCEAL4	Basal cell_CA	0	1.56403247983303	0	0.574	0.099
ITGB3BP	Basal cell_CA	0	1.56394828500539	0	0.428	0.07
STK3	Basal cell_CA	0	1.56199399292794	0	0.313	0.035
DKC1	Basal cell_CA	0	1.56021827987146	0	0.518	0.093
EPN2	Basal cell_CA	0	1.55991788367067	0	0.335	0.031
MPZL1	Basal cell_CA	0	1.5595839115788	0	0.439	0.055
CLUAP1	Basal cell_CA	0	1.55792028053926	0	0.321	0.033
CCDC34	Basal cell_CA	0	1.55515970218081	0	0.276	0.034
GPN3	Basal cell_CA	0	1.55445121414182	0	0.449	0.075
TMEM11	Basal cell_CA	0	1.55349697868818	0	0.542	0.094
INO80C	Basal cell_CA	0	1.54916833747675	0	0.425	0.066
NIPSNAP3A	Basal cell_CA	0	1.5490763514595	0	0.371	0.051
GTF3C5	Basal cell_CA	0	1.54765395192268	0	0.473	0.077
PLEKHA5	Basal cell_CA	0	1.54692597941618	0	0.403	0.043
RPE	Basal cell_CA	0	1.54652219935504	0	0.401	0.054
PIGP	Basal cell_CA	0	1.54586895137005	0	0.509	0.096
CKAP4	Basal cell_CA	0	1.54543859624056	0	0.272	0.032
PQLC1	Basal cell_CA	0	1.54500136573461	0	0.374	0.06
PDLIM4	Basal cell_CA	0	1.5436660977745	0	0.28	0.027
FBXO22	Basal cell_CA	0	1.54107231151782	0	0.446	0.067
DUS1L	Basal cell_CA	0	1.54020562624044	0	0.525	0.093
LLGL2	Basal cell_CA	0	1.53901746413873	0	0.429	0.05
CTSF	Basal cell_CA	0	1.53844387973823	0	0.286	0.032
FBXO5	Basal cell_CA	0	1.53786876885565	0	0.264	0.035
WDR59	Basal cell_CA	0	1.53741637979679	0	0.444	0.058
RNF8	Basal cell_CA	0	1.53686595921074	0	0.438	0.068
SLC2A1	Basal cell_CA	0	1.52690861662401	0	0.444	0.066
C16orf91	Basal cell_CA	0	1.52609393935219	0	0.442	0.067
KNTC1	Basal cell_CA	0	1.52601352165114	0	0.274	0.029
GOLPH3L	Basal cell_CA	0	1.52227346632248	0	0.315	0.039
ST14	Basal cell_CA	0	1.52050954506942	0	0.387	0.043
NUDT19	Basal cell_CA	0	1.51693371832318	0	0.304	0.034
FBRSL1	Basal cell_CA	0	1.51281898931258	0	0.297	0.038
NSD3	Basal cell_CA	0	1.51211526115055	0	0.561	0.096
ATN1	Basal cell_CA	0	1.51161195440001	0	0.343	0.052
SMIM8	Basal cell_CA	0	1.50697642993436	0	0.388	0.051
RARS2	Basal cell_CA	0	1.50629943992535	0	0.506	0.079
TSFM	Basal cell_CA	0	1.50496096356123	0	0.378	0.056
SMC2	Basal cell_CA	0	1.50351570823929	0	0.389	0.068
ZNF737	Basal cell_CA	0	1.5034465428793	0	0.276	0.026
NOC4L	Basal cell_CA	0	1.50123840861654	0	0.416	0.065
SPATS2	Basal cell_CA	0	1.49797732451667	0	0.366	0.052
PARD6B	Basal cell_CA	0	1.49758452008579	0	0.257	0.023
RAB30-AS1	Basal cell_CA	0	1.48923938139126	0	0.383	0.051
DVL3	Basal cell_CA	0	1.48813340735403	0	0.34	0.047
FMNL2	Basal cell_CA	0	1.48274242429389	0	0.32	0.04
TBC1D7	Basal cell_CA	0	1.47578737017504	0	0.414	0.059
INPP5B	Basal cell_CA	0	1.47494224351964	0	0.355	0.041
ZSCAN16	Basal cell_CA	0	1.47356469927059	0	0.267	0.027
RUFY3	Basal cell_CA	0	1.47131137448537	0	0.291	0.037
KMT5A	Basal cell_CA	0	1.46945384259564	0	0.301	0.042
SUCLA2	Basal cell_CA	0	1.4691176811144	0	0.425	0.064
RAE1	Basal cell_CA	0	1.46878238224678	0	0.508	0.086
ADNP	Basal cell_CA	0	1.46809807493006	0	0.51	0.087
TMEM9	Basal cell_CA	0	1.4678370109108	0	0.486	0.073
PEMT	Basal cell_CA	0	1.46743805410341	0	0.357	0.05
MRPL48	Basal cell_CA	0	1.46614798405032	0	0.505	0.094
MCM3	Basal cell_CA	0	1.46419102010842	0	0.473	0.096
RUSC1	Basal cell_CA	0	1.46088359882002	0	0.374	0.062
RABL6	Basal cell_CA	0	1.45924541198652	0	0.479	0.09
ABI2	Basal cell_CA	0	1.45904564327296	0	0.486	0.07
EPS8	Basal cell_CA	0	1.45641816490745	0	0.39	0.042
ING4	Basal cell_CA	0	1.45610576064887	0	0.479	0.079
ATP13A3	Basal cell_CA	0	1.45556505654614	0	0.476	0.091
PSMG4	Basal cell_CA	0	1.45539431372618	0	0.494	0.092
LRRCC1	Basal cell_CA	0	1.45480390173334	0	0.281	0.03
ALG3	Basal cell_CA	0	1.45089716386684	0	0.475	0.097
NSG1	Basal cell_CA	0	1.44893807994287	0	0.284	0.031
DBP	Basal cell_CA	0	1.44735520411371	0	0.314	0.046
CENPH	Basal cell_CA	0	1.44616904262118	0	0.277	0.042
TRMT6	Basal cell_CA	0	1.44489066107769	0	0.43	0.064
DHTKD1	Basal cell_CA	0	1.44325668643931	0	0.322	0.036
APOOL	Basal cell_CA	0	1.44138203641851	0	0.287	0.032
BIRC3	Basal cell_CA	0	1.4377846029274	0	0.396	0.047
TXNDC16	Basal cell_CA	0	1.43091983807782	0	0.252	0.026
RMND1	Basal cell_CA	0	1.43073953555372	0	0.339	0.044
USP46	Basal cell_CA	0	1.43028991429393	0	0.251	0.028
PIP4P1	Basal cell_CA	0	1.42691560844399	0	0.251	0.032
JUN	Basal cell_CA	0	1.42669461401565	0	0.349	0.063
RFNG	Basal cell_CA	0	1.42581735183625	0	0.299	0.046
RAB34	Basal cell_CA	0	1.42460387293726	0	0.441	0.06
CXXC5	Basal cell_CA	0	1.4228134797639	0	0.334	0.051
MXI1	Basal cell_CA	0	1.4202718823916	0	0.436	0.068
TNFRSF12A	Basal cell_CA	0	1.41950251318883	0	0.293	0.056
CDKAL1	Basal cell_CA	0	1.41943371157937	0	0.396	0.061
EPS15L1	Basal cell_CA	0	1.41801472318909	0	0.42	0.065
EMC1	Basal cell_CA	0	1.41676867667076	0	0.356	0.047
ZSCAN18	Basal cell_CA	0	1.41587868348004	0	0.372	0.042
SLC25A33	Basal cell_CA	0	1.41527511819583	0	0.432	0.072
RPF2	Basal cell_CA	0	1.41423388535205	0	0.458	0.077
FOS	Basal cell_CA	0	1.41381577140001	0	0.272	0.034
ARL8A	Basal cell_CA	0	1.41338509057692	0	0.452	0.083
TP53I11	Basal cell_CA	0	1.41319186346471	0	0.37	0.05
B3GALT6	Basal cell_CA	0	1.41176369731067	0	0.256	0.033
ZNF43	Basal cell_CA	0	1.40776701884602	0	0.307	0.033
FH	Basal cell_CA	0	1.4071531381993	0	0.445	0.076
KIZ	Basal cell_CA	0	1.40616810014285	0	0.38	0.06
BARD1	Basal cell_CA	0	1.40603788861489	0	0.409	0.068
PRRG4	Basal cell_CA	0	1.40387363454604	0	0.26	0.039
PET117	Basal cell_CA	0	1.40339512580758	0	0.308	0.04
EXOSC3	Basal cell_CA	0	1.40132060578999	0	0.483	0.088
AHCYL1	Basal cell_CA	0	1.40111225254232	0	0.505	0.096
PPIL1	Basal cell_CA	0	1.40102840294097	0	0.313	0.05
CCZ1B	Basal cell_CA	0	1.39954200137393	0	0.267	0.034
VKORC1L1	Basal cell_CA	0	1.39877901946025	0	0.322	0.04
FN1	Basal cell_CA	0	1.39843752192828	0	0.393	0.053
EIF3B	Basal cell_CA	0	1.39792956122371	0	0.517	0.097
MRPL2	Basal cell_CA	0	1.39767314888528	0	0.512	0.095
PTPRK	Basal cell_CA	0	1.39739397415733	0	0.262	0.024
HIBADH	Basal cell_CA	0	1.39706512880406	0	0.396	0.067
SCRN3	Basal cell_CA	0	1.3943026060826	0	0.252	0.031
MAGED1	Basal cell_CA	0	1.39121323702302	0	0.435	0.062
BEX2	Basal cell_CA	0	1.38914971001155	0	0.447	0.073
AIMP2	Basal cell_CA	0	1.38321095455217	0	0.348	0.059
EIF1AY	Basal cell_CA	0	1.37988759646501	0	0.47	0.085
CARS2	Basal cell_CA	0	1.37974412970804	0	0.386	0.058
TOPBP1	Basal cell_CA	0	1.37950463184218	0	0.46	0.079
CSE1L	Basal cell_CA	0	1.37632827150035	0	0.439	0.069
IQCB1	Basal cell_CA	0	1.376247995	0	0.5	0.088
PRIM2	Basal cell_CA	0	1.37303836235965	0	0.369	0.052
C1orf109	Basal cell_CA	0	1.37215421420175	0	0.273	0.03
MTMR12	Basal cell_CA	0	1.37200499283032	0	0.367	0.047
PKP4	Basal cell_CA	0	1.36845303221611	0	0.282	0.026
RAD51C	Basal cell_CA	0	1.36765282314442	0	0.455	0.083
SORT1	Basal cell_CA	0	1.36631526399391	0	0.287	0.035
SNX4	Basal cell_CA	0	1.36607842122948	0	0.471	0.082
SIRT5	Basal cell_CA	0	1.36458592734842	0	0.263	0.034
LYRM1	Basal cell_CA	0	1.36308071456307	0	0.463	0.086
HYAL2	Basal cell_CA	0	1.36005720071843	0	0.251	0.027
PHF6	Basal cell_CA	0	1.35906860392773	0	0.47	0.08
HSF2	Basal cell_CA	0	1.35356852627852	0	0.376	0.051
RASSF2	Basal cell_CA	0	1.353424877	0	0.358	0.058
CCHCR1	Basal cell_CA	0	1.35190013893544	0	0.258	0.03
PMEPA1	Basal cell_CA	0	1.35083007029868	0	0.339	0.063
TRGC2	Basal cell_CA	0	1.343344452	0	0.413	0.083
TLE1	Basal cell_CA	0	1.3422201336292	0	0.293	0.036
BRI3BP	Basal cell_CA	0	1.34212025182951	0	0.292	0.042
RCN1	Basal cell_CA	0	1.34125535776269	0	0.371	0.059
CYBA	Basal cell_CA	0	1.34020378093306	0	0.471	0.086
CSTF3	Basal cell_CA	0	1.33956375198747	0	0.379	0.054
FUNDC1	Basal cell_CA	0	1.3393165294499	0	0.352	0.053
RAD1	Basal cell_CA	0	1.33721314029856	0	0.425	0.07
PON2	Basal cell_CA	0	1.336593181	0	0.427	0.058
ERBB3	Basal cell_CA	0	1.33580134005126	0	0.345	0.022
FUCA2	Basal cell_CA	0	1.33559705264129	0	0.462	0.092
ABCD3	Basal cell_CA	0	1.3330712178168	0	0.344	0.049
NDUFAF5	Basal cell_CA	0	1.33238783704755	0	0.324	0.041
LINC00662	Basal cell_CA	0	1.33038576448463	0	0.296	0.036
HCCS	Basal cell_CA	0	1.32967556019133	0	0.315	0.052
NUDT15	Basal cell_CA	0	1.32845060855436	0	0.348	0.054
TFB2M	Basal cell_CA	0	1.32838321470512	0	0.326	0.047
PLAGL1	Basal cell_CA	0	1.32829867885509	0	0.315	0.047
CRLS1	Basal cell_CA	0	1.3272053061304	0	0.443	0.082
